timestamp,temperature.gpu,utilization.gpu,utilization.memory,clocks.sm,clocks.gr,power.draw,pstate,clocks_event_reasons.active
# start 2026-08-28 09:32:10 PDT
2026/08/28 09:32:14.163, 53, 0, 0, 2411, 2411, 12.82, P0, 0x0000000000000000
2026/08/28 09:32:14.263, 53, 0, 0, 2411, 2411, 12.82, P0, 0x0000000000000000
2026/08/28 09:32:14.363, 53, 0, 0, 2411, 2411, 12.82, P0, 0x0000000000000000
2026/08/28 09:32:14.463, 53, 0, 0, 2411, 2411, 12.82, P0, 0x0000000000000000
2026/08/28 09:32:14.563, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:14.664, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:14.764, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:14.864, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:14.964, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:15.064, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:15.164, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:15.265, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
2026/08/28 09:32:15.365, 53, 0, 0, 2411, 2411, 12.86, P0, 0x0000000000000000
