request_id,successful,ttft,request_latency,num_input_tokens,num_output_tokens,decode_speed,submit_time,first_token_time,finish_time,error
doc38_q0,True,4.808618068695068,6.492332458496094,16022,128,76.02239475729998,1787895227.4753473,1787895232.2839653,1787895233.9676797,
doc49_q1,True,2.8364386558532715,6.522340774536133,16023,128,34.726912402584404,1787895233.8719792,1787895236.708418,1787895240.39432,
doc132_q1,True,4.811503887176514,6.520978689193726,16024,128,74.87679832949725,1787895233.9678009,1787895238.7793047,1787895240.4887795,
doc310_q2,True,2.8009562492370605,6.263076543807983,16024,128,36.97156340890912,1787895240.3946238,1787895243.19558,1787895246.6577003,
doc258_q2,True,4.7709386348724365,6.268616437911987,16024,128,85.46564537460783,1787895240.4889061,1787895245.2598448,1787895246.7575226,
doc88_q1,True,2.809751510620117,6.464125394821167,16023,128,35.02652001574941,1787895246.6579351,1787895249.4676867,1787895253.1220605,
doc205_q1,True,4.774029016494751,6.462193250656128,16024,128,75.82200677506124,1787895246.75764,1787895251.531669,1787895253.2198331,
doc208_q1,True,2.8175208568573,6.487476587295532,16024,128,34.877804911481974,1787895253.1223059,1787895255.9398267,1787895259.6097825,
doc165_q2,True,4.791366815567017,6.49300742149353,16024,128,75.2215241891846,1787895253.2199528,1787895258.0113196,1787895259.7129602,
doc100_q1,True,2.833636522293091,6.517199754714966,16024,128,34.748962329022476,1787895259.610077,1787895262.4437134,1787895266.1272767,
doc104_q1,True,4.818565368652344,6.511451721191406,16024,128,75.61050971201946,1787895259.7130945,1787895264.5316598,1787895266.2245462,
doc247_q1,True,0.5564842224121094,4.443575859069824,16024,128,32.92950410349981,1787895266.1275895,1787895266.6840737,1787895270.5711653,
doc168_q1,True,2.755627393722534,4.452873945236206,16024,128,75.41626753393284,1787895266.224622,1787895268.9802494,1787895270.677496,
doc35_q1,True,2.8076488971710205,6.458895683288574,16023,128,35.056518361527964,1787895270.5714686,1787895273.3791175,1787895277.0303643,
doc173_q1,True,4.758915662765503,6.455864191055298,16024,128,75.42951236653002,1787895270.6776268,1787895275.4365425,1787895277.133491,
doc216_q1,True,2.8211991786956787,6.462262153625488,16024,128,35.15456911383619,1787895277.0305815,1787895279.8517807,1787895283.4928436,
doc51_q2,True,4.742367506027222,6.459167957305908,16023,128,74.55729633846764,1787895277.1336117,1787895281.8759792,1787895283.5927796,
doc304_q1,True,2.814194917678833,6.519852161407471,16024,128,34.54178073717531,1787895283.4930449,1787895286.3072398,1787895290.012897,
doc211_q2,True,4.8107922077178955,6.523353338241577,16024,128,74.74185751305652,1787895283.5928576,1787895288.4036498,1787895290.116211,
doc200_q0,True,2.830457925796509,6.290368318557739,16023,128,36.99517775599032,1787895290.0131238,1787895292.8435817,1787895296.303492,
doc277_q2,True,4.782750606536865,6.285634517669678,16024,128,85.16958565583342,1787895290.1162903,1787895294.899041,1787895296.4019248,
doc221_q0,True,2.803816795349121,6.457147121429443,16023,128,35.036525190792666,1787895296.3038533,1787895299.10767,1787895302.7610004,
doc34_q0,True,4.770766973495483,6.454801559448242,16022,128,76.00794013834506,1787895296.4020364,1787895301.1728034,1787895302.856838,
doc293_q1,True,2.8178763389587402,6.490204095840454,16024,128,34.85527667298649,1787895302.7612736,1787895305.57915,1787895309.2514777,
doc232_q0,True,4.7956037521362305,6.502963066101074,16023,128,74.96957374646428,1787895302.8569374,1787895307.6525412,1787895309.3599005,
doc118_q2,True,2.8394124507904053,6.500624179840088,16024,128,34.96110290054821,1787895309.251731,1787895312.0911434,1787895315.752355,
doc298_q2,True,4.7909464836120605,6.491138219833374,16024,128,75.2856264814466,1787895309.3600237,1787895314.1509702,1787895315.851162,
doc302_q2,True,2.8423471450805664,6.511790752410889,16024,128,34.8826726058138,1787895315.752674,1787895318.5950212,1787895322.2644649,
doc72_q1,True,4.817723989486694,6.511715888977051,16023,128,75.56116415816939,1787895315.8513136,1787895320.6690376,1787895322.3630295,
doc265_q2,True,2.8346519470214844,6.506528615951538,16024,128,34.859558623818884,1787895322.264772,1787895325.099424,1787895328.7713006,
doc195_q2,True,4.8022096157073975,6.506200551986694,16024,128,75.11777044981878,1787895322.3631601,1787895327.1653697,1787895328.8693607,
doc217_q2,True,2.800028085708618,6.468564510345459,16024,128,34.891298649888995,1787895328.7716117,1787895331.5716398,1787895335.2401762,
doc157_q1,True,4.77531099319458,6.4757232666015625,16024,128,75.27586221401265,1787895328.8694956,1787895333.6448066,1787895335.345219,
doc43_q1,True,2.773414134979248,6.430384397506714,16023,128,35.00165186236284,1787895335.240508,1787895338.0139222,1787895341.6708925,
doc263_q1,True,4.730278253555298,6.425112247467041,16024,128,75.52362087367094,1787895335.3453515,1787895340.0756297,1787895341.7704637,
doc74_q1,True,2.797105073928833,4.505561351776123,16023,128,74.92143735822384,1787895341.6711802,1787895344.4682853,1787895346.1767416,
doc157_q0,True,2.706295967102051,4.417164087295532,16023,128,74.81581922604562,1787895341.7705922,1787895344.4768882,1787895346.1877563,
doc15_q2,True,2.871695041656494,6.351593971252441,16023,128,36.782677482780265,1787895346.187856,1787895349.059551,1787895352.53945,
doc289_q0,True,4.955186605453491,6.457124710083008,16023,128,85.22321898982234,1787895346.177013,1787895351.1321995,1787895352.6341376,
doc128_q1,True,2.7914912700653076,6.440039873123169,16024,128,35.08244343866565,1787895352.539718,1787895355.3312092,1787895358.9797578,
doc28_q0,True,4.745155572891235,6.454179763793945,16022,128,74.89654077534745,1787895352.6342278,1787895357.3793833,1787895359.0884075,
doc283_q2,True,2.823643207550049,6.516938924789429,16024,128,34.657392691987276,1787895358.9800563,1787895361.8036995,1787895365.4969952,
doc147_q2,True,4.815382242202759,6.501732587814331,16024,128,75.90356317896652,1787895359.0885282,1787895363.9039104,1787895365.5902607,
doc10_q1,True,2.8120198249816895,6.484784126281738,16023,128,34.85113377808966,1787895365.497122,1787895368.3091419,1787895371.9819062,
doc189_q0,True,4.797952175140381,6.494574308395386,16023,128,75.44402344582723,1787895365.5903707,1787895370.3883228,1787895372.084945,
doc231_q0,True,2.807190418243408,6.491698980331421,16023,128,34.74004683204274,1787895371.982224,1787895374.7894144,1787895378.473923,
doc150_q0,True,4.7908172607421875,6.488600015640259,16023,128,75.39244914034049,1787895372.0851562,1787895376.8759735,1787895378.5737562,
doc134_q1,True,2.83361554145813,6.270852565765381,16024,128,37.23921251133312,1787895378.4742715,1787895381.307887,1787895384.745124,
doc320_q0,True,4.773508310317993,6.266806125640869,16023,128,85.71632442408968,1787895378.5738792,1787895383.3473876,1787895384.8406854,
doc58_q2,True,2.8595404624938965,6.327523469924927,16023,128,36.90906204722677,1787895384.7453697,1787895387.6049101,1787895391.0728931,
doc202_q0,True,4.830381870269775,6.346151828765869,16023,128,84.44553164716245,1787895384.8407521,1787895389.671134,1787895391.186904,
doc0_q1,True,2.842580795288086,6.499495267868042,16022,128,35.00218584814096,1787895391.0731988,1787895393.9157796,1787895397.572694,
doc32_q1,True,4.787039041519165,6.489894151687622,16023,128,75.16787496226702,1787895391.1870139,1787895395.974053,1787895397.676908,
doc285_q1,True,2.821958541870117,6.4921042919158936,16024,128,34.875999133931806,1787895397.572991,1787895400.3949494,1787895404.0650952,
doc241_q2,True,4.802043676376343,6.488995790481567,16024,128,75.87648690780557,1787895397.6770282,1787895402.4790719,1787895404.166024,
doc288_q1,True,2.8180339336395264,6.478586196899414,16024,128,34.96740130846,1787895404.0653458,1787895406.8833797,1787895410.543932,
doc91_q1,True,4.77575945854187,6.475096702575684,16023,128,75.3234829927926,1787895404.166126,1787895408.9418855,1787895410.6412227,
doc184_q0,True,2.827756404876709,6.293371677398682,16023,128,36.9342786012288,1787895410.5441942,1787895413.3719506,1787895416.837566,
doc174_q0,True,4.795589923858643,6.2900731563568115,16023,128,85.64833463272518,1787895410.641331,1787895415.436921,1787895416.931404,
doc24_q0,True,2.8702213764190674,6.5334272384643555,16022,128,34.94207118584742,1787895416.8378172,1787895419.7080386,1787895423.3712444,
doc287_q0,True,4.832536935806274,6.539494037628174,16023,128,74.98723890798473,1787895416.931482,1787895421.764019,1787895423.470976,
doc93_q2,True,2.817601442337036,6.5205652713775635,16023,128,34.56690529790187,1787895423.3715203,1787895426.1891217,1787895429.8920856,
doc125_q1,True,4.798355340957642,6.523208379745483,16024,128,74.20922079828512,1787895423.4711094,1787895428.2694647,1787895429.9943178,
doc302_q0,True,0.8253066539764404,4.511780738830566,16023,128,34.72152443059015,1787895429.8923688,1787895430.7176754,1787895434.4041495,
doc321_q2,True,2.805523633956909,4.507655143737793,16024,128,75.19982989826532,1787895429.994404,1787895432.7999277,1787895434.5020592,
doc227_q0,True,2.8565890789031982,6.529328346252441,16023,128,34.85137132873103,1787895434.4044127,1787895437.2610018,1787895440.933741,
doc20_q2,True,4.837745904922485,6.52729344367981,16023,128,75.75992806579744,1787895434.5022013,1787895439.3399472,1787895441.0294948,
doc180_q1,True,2.818695545196533,6.499265193939209,16024,128,34.7772253253586,1787895440.93403,1787895443.7527256,1787895447.4332952,
doc251_q0,True,4.8065032958984375,6.502313137054443,16023,128,75.48016109680346,1787895441.0295808,1787895445.8360841,1787895447.531894,
doc137_q2,True,2.8232154846191406,6.2926554679870605,16024,128,36.89356225028151,1787895447.4335535,1787895450.256769,1787895453.726209,
doc247_q2,True,4.77639365196228,6.298908948898315,16024,128,84.07140490318345,1787895447.5320177,1787895452.3084114,1787895453.8309267,
doc313_q1,True,2.8289973735809326,6.517227649688721,16024,128,34.70499139632875,1787895453.7264798,1787895456.5554771,1787895460.2437074,
doc314_q2,True,4.815999269485474,6.516661643981934,16024,128,75.26479207132388,1787895453.8310523,1787895458.6470516,1787895460.347714,
doc170_q2,True,2.81807279586792,4.315226793289185,16024,128,85.49554703154811,1787895460.2440364,1787895463.0621092,1787895464.5592632,
doc180_q2,True,2.7195770740509033,4.2207350730896,16024,128,85.26750687267294,1787895460.3478513,1787895463.0674284,1787895464.5685863,
doc104_q2,True,2.8852591514587402,6.3842833042144775,16024,128,36.58162802311343,1787895464.559616,1787895467.4448752,1787895470.9438994,
doc244_q2,True,4.947023868560791,6.473173141479492,16024,128,83.87121906837132,1787895464.5686786,1787895469.5157025,1787895471.0418518,
doc209_q2,True,2.780747652053833,6.464532852172852,16024,128,34.74686851878999,1787895470.9441912,1787895473.7249389,1787895477.408724,
doc39_q1,True,4.761977195739746,6.463830947875977,16023,128,75.21210317827229,1787895471.041932,1787895475.8039093,1787895477.505763,
doc83_q1,True,2.822939395904541,6.48967170715332,16023,128,34.90846594045668,1787895477.40903,1787895480.2319694,1787895483.8987017,
doc48_q2,True,4.789807558059692,6.4987616539001465,16023,128,74.89961275820596,1787895477.5058882,1787895482.2956958,1787895484.0046499,
doc126_q2,True,2.8667240142822266,6.533697128295898,16024,128,34.906173571558604,1787895483.898941,1787895486.765665,1787895490.4326382,
doc291_q1,True,4.815532684326172,6.523155689239502,16024,128,74.95799695348833,1787895484.0047607,1787895488.8202934,1787895490.5279164,
doc7_q1,True,2.8124306201934814,6.478373765945435,16022,128,34.91598066607354,1787895490.432954,1787895493.2453847,1787895496.9113278,
doc119_q2,True,4.772368907928467,6.486138105392456,16024,128,74.68917062426641,1787895490.5279913,1787895495.3003602,1787895497.0141294,
doc210_q0,True,2.8122353553771973,6.481726408004761,16023,128,34.88222158447416,1787895496.9115365,1787895499.7237718,1787895503.3932629,
doc71_q2,True,4.773405313491821,6.4734416007995605,16023,128,75.29251049264782,1787895497.0142255,1787895501.7876308,1787895503.487667,
doc238_q1,True,2.844853401184082,6.531836032867432,16024,128,34.7167352783432,1787895503.3935106,1787895506.238364,1787895509.9253466,
doc325_q0,True,4.8217456340789795,6.537019491195679,16023,128,74.62365235086276,1787895503.4877422,1787895508.3094878,1787895510.0247617,
doc135_q1,True,2.8377387523651123,6.4801926612854,16024,128,35.141144733919866,1787895509.9255996,1787895512.7633383,1787895516.4057922,
doc218_q2,True,4.79626989364624,6.478992462158203,16024,128,76.06720346847835,1787895510.024844,1787895514.8211138,1787895516.5038364,
doc21_q2,True,2.7998104095458984,6.476428747177124,16023,128,34.81460087654025,1787895516.4060924,1787895519.2059028,1787895522.8825212,
doc46_q1,True,4.768173933029175,6.472068548202515,16023,128,75.12201685488533,1787895516.5039046,1787895521.2720785,1787895522.9759731,
doc144_q2,True,2.8024039268493652,6.321704387664795,16024,128,36.37086444456127,1787895522.8827448,1787895525.6851487,1787895529.2044492,
doc92_q0,True,4.828057050704956,6.336575508117676,16022,128,84.85146427676763,1787895522.976115,1787895527.804172,1787895529.3126905,
doc110_q0,True,2.821955442428589,6.4847118854522705,16023,128,34.94635856659181,1787895529.2047622,1787895532.0267177,1787895535.689474,
doc273_q1,True,4.787288427352905,6.473601341247559,16024,128,75.90524803867828,1787895529.312817,1787895534.1001055,1787895535.7864184,
doc34_q1,True,2.791083812713623,4.5035645961761475,16023,128,74.74536429027387,1787895535.6896973,1787895538.480781,1787895540.1932619,
doc241_q0,True,2.705094337463379,4.415508508682251,16023,128,74.83567556551807,1787895535.7865329,1787895538.4916272,1787895540.2020414,
doc99_q2,True,2.830355405807495,6.495823860168457,16023,128,34.92050241155752,1787895540.2020862,1787895543.0324416,1787895546.69791,
doc282_q0,True,4.898957967758179,6.605587005615234,16023,128,75.00165364625717,1787895540.1935344,1787895545.0924923,1787895546.7991214,
doc311_q1,True,2.853222370147705,6.535395860671997,16024,128,34.762077433177794,1787895546.6982996,1787895549.551522,1787895553.2336955,
doc129_q0,True,4.84558367729187,6.541656255722046,16023,128,75.4684685241903,1787895546.7992358,1787895551.6448195,1787895553.340892,
doc229_q0,True,2.8105194568634033,4.495927333831787,16023,128,75.94600793621491,1787895553.2340415,1787895556.044561,1787895557.7299688,
doc110_q1,True,2.7194912433624268,4.3959832191467285,16024,128,76.34990316020966,1787895553.341019,1787895556.0605102,1787895557.7370021,
doc293_q0,True,2.8255536556243896,6.258403301239014,16023,128,37.28680636028341,1787895557.7302523,1787895560.555806,1787895563.9886556,
doc16_q2,True,4.8628175258636475,6.355328321456909,16023,128,85.76152372091953,1787895557.7370594,1787895562.5998769,1787895564.0923877,
doc178_q1,True,2.8148956298828125,6.452751636505127,16024,128,35.18555978218768,1787895563.9888873,1787895566.803783,1787895570.441639,
doc88_q0,True,4.751378536224365,6.448974370956421,16022,128,75.40075050914767,1787895564.0924876,1787895568.843866,1787895570.541462,
doc1_q1,True,2.809077739715576,6.470784425735474,16022,128,34.95637716933848,1787895570.4418976,1787895573.2509754,1787895576.912682,
doc54_q1,True,4.773789882659912,6.467855453491211,16023,128,75.55787816240715,1787895570.5415702,1787895575.31536,1787895577.0094256,
doc307_q2,True,2.811349391937256,6.46696138381958,16024,128,35.01465699429743,1787895576.9129999,1787895579.7243493,1787895583.3799613,
doc323_q1,True,4.785592555999756,6.488497972488403,16024,128,75.1656543931448,1787895577.0094848,1787895581.7950773,1787895583.4979827,
doc219_q2,True,2.806572914123535,6.480676174163818,16024,128,34.8384329292358,1787895583.380281,1787895586.186854,1787895589.8609571,
doc301_q0,True,4.762127637863159,6.460940837860107,16023,128,75.3467185210416,1787895583.4981124,1787895588.26024,1787895589.9590533,
doc178_q0,True,0.5592808723449707,4.425260782241821,16023,128,33.1093288075093,1787895589.861228,1787895590.4205089,1787895594.2864888,
doc26_q0,True,2.750959873199463,4.442738056182861,16022,128,75.66003704710033,1787895589.9591408,1787895592.7101007,1787895594.4018788,
doc176_q1,True,2.8290863037109375,6.470921993255615,16024,128,35.14711011468045,1787895594.2867389,1787895597.1158252,1787895600.7576609,
doc189_q1,True,4.786571264266968,6.47601580619812,16024,128,75.76454676262242,1787895594.401994,1787895599.1885653,1787895600.8780098,
doc8_q2,True,2.837437152862549,6.502255439758301,16022,128,34.926697582166106,1787895600.7579393,1787895603.5953765,1787895607.2601948,
doc184_q1,True,4.7850182056427,6.483016729354858,16024,128,75.38286883793448,1787895600.878121,1787895605.663139,1787895607.3611376,
doc131_q1,True,2.830653667449951,6.475938558578491,16024,128,35.113853600718876,1787895607.260473,1787895610.0911267,1787895613.7364116,
doc50_q0,True,4.780394554138184,6.474833726882935,16022,128,75.54121862790635,1787895607.3612282,1787895612.1416228,1787895613.836062,
doc262_q0,True,2.786797523498535,6.443985462188721,16023,128,34.999568560822425,1787895613.7366412,1787895616.5234387,1787895620.1806266,
doc38_q1,True,4.7547430992126465,6.443452835083008,16023,128,75.79751409085634,1787895613.836176,1787895618.590919,1787895620.2796288,
doc36_q2,True,2.825706958770752,6.276490211486816,16023,128,37.09302805363187,1787895620.1809072,1787895623.0066142,1787895626.4573975,
doc173_q0,True,4.77482795715332,6.2727789878845215,16023,128,85.45005635966538,1787895620.279743,1787895625.054571,1787895626.552522,
doc147_q0,True,2.8196446895599365,6.4636290073394775,16023,128,35.12638607566695,1787895626.4576006,1787895629.2772453,1787895632.9212296,
doc205_q2,True,4.782180547714233,6.473382949829102,16024,128,75.6857959993047,1787895626.5526502,1787895631.3348308,1787895633.0260332,
doc287_q2,True,2.82582688331604,6.293257474899292,16024,128,36.91494223725884,1787895632.9214857,1787895635.7473125,1787895639.2147431,
doc148_q0,True,4.798062562942505,6.288773775100708,16023,128,85.86505485169442,1787895633.0261583,1787895637.824221,1787895639.314932,
doc301_q2,True,0.581674337387085,4.409096002578735,16024,128,33.442879096414025,1787895639.2150366,1787895639.796711,1787895643.6241326,
doc79_q0,True,2.7457447052001953,4.4220616817474365,16022,128,76.35787371410228,1787895639.3150387,1787895642.0607834,1787895643.7371004,
doc254_q2,True,2.8272104263305664,6.450108766555786,16024,128,35.33082851892631,1787895643.6244676,1787895646.451678,1787895650.0745764,
doc28_q1,True,4.762471914291382,6.436830043792725,16023,128,76.4472054960673,1787895643.7372296,1787895648.4997015,1787895650.1740596,
doc268_q1,True,2.840965509414673,6.520761966705322,16024,128,34.784532646200624,1787895650.074919,1787895652.9158845,1787895656.595681,
doc187_q1,True,4.822095155715942,6.520519018173218,16024,128,75.36399059702913,1787895650.174212,1787895654.9963071,1787895656.694731,
doc164_q1,True,2.820970296859741,6.5016162395477295,16024,128,34.77650444870586,1787895656.5960174,1787895659.4169877,1787895663.0976336,
doc23_q1,True,4.8138182163238525,6.498715400695801,16023,128,75.96902718293312,1787895656.6948488,1787895661.508667,1787895663.1935642,
doc154_q2,True,2.804269552230835,6.454981565475464,16024,128,35.06165359952289,1787895663.097874,1787895665.9021435,1787895669.5528555,
doc165_q1,True,4.763085603713989,6.4647722244262695,16024,128,75.21949014702992,1787895663.193645,1787895667.9567306,1787895669.6584172,
doc27_q2,True,2.842768907546997,6.293684244155884,16023,128,37.09160831681888,1787895669.5532336,1787895672.3960025,1787895675.8469179,
doc299_q0,True,4.786719560623169,6.28365421295166,16023,128,85.50807465168583,1787895669.6585264,1787895674.445246,1787895675.9421806,
doc264_q0,True,2.7995564937591553,6.458507776260376,16023,128,34.98270135821556,1787895675.8471932,1787895678.6467497,1787895682.305701,
doc146_q1,True,4.776000022888184,6.465038776397705,16024,128,75.78274905418175,1787895675.9422777,1787895680.7182777,1787895682.4073164,
doc119_q0,True,2.8181803226470947,6.471574306488037,16023,128,35.03591470455893,1787895682.3059392,1787895685.1241195,1787895688.7775135,
doc130_q1,True,4.764293432235718,6.471303701400757,16024,128,74.98490332024157,1787895682.4074202,1787895687.1717136,1787895688.8787239,
doc144_q0,True,2.7935824394226074,6.453325986862183,16023,128,34.97512826808621,1787895688.7778406,1787895691.571423,1787895695.2311666,
doc29_q0,True,4.765758037567139,6.460572957992554,16022,128,75.52447081824766,1787895688.8788145,1787895693.6445725,1787895695.3393874,
doc148_q2,True,0.5964310169219971,4.469363689422607,16024,128,33.0498903089258,1787895695.2315016,1787895695.8279326,1787895699.7008653,
doc121_q0,True,2.7790796756744385,4.473141670227051,16023,128,75.55803767016432,1787895695.339508,1787895698.1185877,1787895699.8126497,
doc153_q2,True,2.834105968475342,6.287473201751709,16024,128,37.06527321120162,1787895699.7011235,1787895702.5352294,1787895705.9885967,
doc61_q0,True,4.784463167190552,6.273715019226074,16022,128,85.94919645394329,1787895699.8127735,1787895704.5972366,1787895706.0864885,
doc237_q2,True,2.822991132736206,6.47652792930603,16024,128,35.03454518924639,1787895705.9889152,1787895708.8119063,1787895712.4654431,
doc234_q1,True,4.781907558441162,6.483008623123169,16024,128,75.24538233354613,1787895706.0866122,1787895710.8685198,1787895712.5696208,
doc5_q0,True,2.8332886695861816,6.321912527084351,16021,128,36.69068527548106,1787895712.4656832,1787895715.298972,1787895718.7875957,
doc233_q1,True,4.810139894485474,6.321650266647339,16024,128,84.6835075414836,1787895712.5697453,1787895717.3798852,1787895718.8913956,
doc299_q1,True,0.8118681907653809,4.439561128616333,16024,128,35.28413297180199,1787895718.787933,1787895719.5998013,1787895723.2274942,
doc161_q1,True,2.769609212875366,4.438564300537109,16024,128,76.69469415101631,1787895718.8915243,1787895721.6611335,1787895723.3300886,
doc60_q2,True,2.8023149967193604,6.281994819641113,16023,128,36.78499359533698,1787895723.2277584,1787895726.0300734,1787895729.5097532,
doc193_q0,True,4.772237300872803,6.275439500808716,16023,128,85.15155180417983,1787895723.3302307,1787895728.102468,1787895729.6056702,
doc141_q1,True,2.806546688079834,6.478814363479614,16024,128,34.85584693552202,1787895729.5100324,1787895732.316579,1787895735.9888468,
doc97_q1,True,4.790528059005737,6.479528427124023,16023,128,75.78447134538206,1787895729.6057508,1787895734.3962789,1787895736.0852792,
doc128_q2,True,2.8051838874816895,6.435336351394653,16024,128,35.260227021437004,1787895735.9891756,1787895738.7943594,1787895742.424512,
doc17_q0,True,4.743342399597168,6.450084209442139,16022,128,74.99669795493361,1787895736.085367,1787895740.8287094,1787895742.5354512,
doc138_q2,True,2.8342232704162598,6.304561376571655,16024,128,36.884014203965975,1787895742.4248047,1787895745.259028,1787895748.729366,
doc203_q2,True,4.776331186294556,6.292587995529175,16024,128,84.41841726311009,1787895742.5355568,1787895747.311888,1787895748.8281448,
doc75_q1,True,2.8180994987487793,6.481903076171875,16023,128,34.936370712872026,1787895748.729694,1787895751.5477934,1787895755.211597,
doc55_q1,True,4.784100770950317,6.48048996925354,16023,128,75.45438283150429,1787895748.8282545,1787895753.6123552,1787895755.3087444,
doc138_q0,True,0.5610859394073486,4.452716112136841,16023,128,32.89110072610625,1787895755.2118535,1787895755.7729394,1787895759.6645696,
doc191_q0,True,2.7598929405212402,4.470448017120361,16023,128,74.82951104648797,1787895755.3088353,1787895758.0687282,1787895759.7792833,
doc4_q0,True,2.8347654342651367,6.300478935241699,16021,128,36.933231775775,1787895759.6648293,1787895762.4995947,1787895765.9653082,
doc308_q0,True,4.785114049911499,6.283590078353882,16023,128,85.42011855408315,1787895759.77942,1787895764.564534,1787895766.06301,
doc20_q0,True,2.8398807048797607,6.297256946563721,16022,128,37.02229409017282,1787895765.9655864,1787895768.8054671,1787895772.2628434,
doc213_q0,True,4.800276041030884,6.296478033065796,16023,128,85.5499462515174,1787895766.063087,1787895770.863363,1787895772.359565,
doc64_q0,True,2.8066508769989014,6.4665021896362305,16022,128,34.974098417064326,1787895772.2631102,1787895775.069761,1787895778.7296124,
doc66_q1,True,4.78881573677063,6.469281911849976,16023,128,76.16934032840993,1787895772.3596468,1787895777.1484625,1787895778.8289287,
doc290_q0,True,2.841201066970825,6.4804768562316895,16023,128,35.17183291733896,1787895778.729862,1787895781.571063,1787895785.2103388,
doc192_q0,True,4.792075157165527,6.479414939880371,16023,128,75.85905418175734,1787895778.829005,1787895783.6210802,1787895785.30842,
doc248_q2,True,2.8207595348358154,6.476508617401123,16024,128,35.01334394377527,1787895785.2106435,1787895788.031403,1787895791.6871521,
doc24_q1,True,4.787071466445923,6.476077079772949,16023,128,75.78423599662517,1787895785.3085346,1787895790.095606,1787895791.7846117,
doc311_q0,True,2.7955515384674072,6.2776734828948975,16023,128,36.759195123778184,1787895791.6873927,1787895794.4829443,1787895797.9650662,
doc236_q2,True,4.788381099700928,6.274550914764404,16024,128,86.12743893909118,1787895791.7847369,1787895796.573118,1787895798.0592878,
doc207_q1,True,2.800647735595703,6.465626955032349,16024,128,34.92516391939468,1787895797.9653683,1787895800.766016,1787895804.4309952,
doc282_q1,True,4.7925331592559814,6.477592706680298,16024,128,75.96170722610564,1787895798.059364,1787895802.8518972,1787895804.5369568,
