request_id,successful,ttft,request_latency,num_input_tokens,num_output_tokens,decode_speed,submit_time,first_token_time,finish_time,error
doc211_q0,True,2.8368802070617676,6.502456188201904,16023,128,34.919478046172436,1787895124.2736073,1787895127.1104875,1787895130.7760634,
doc65_q1,True,4.810642719268799,6.495479583740234,16023,128,75.9717469976869,1787895124.3772244,1787895129.1878672,1787895130.872704,
doc102_q1,True,2.835145950317383,6.464261531829834,16024,128,35.27030129656421,1787895130.7763774,1787895133.6115234,1787895137.240639,
doc150_q1,True,4.786520719528198,6.47087550163269,16024,128,75.99349101504156,1787895130.8728468,1787895135.6593676,1787895137.3437223,
doc212_q1,True,2.833991289138794,6.464208364486694,16024,128,35.25959945184081,1787895137.240884,1787895140.0748754,1787895143.7050924,
doc14_q2,True,4.78050684928894,6.459282159805298,16023,128,76.24605818191941,1787895137.3438382,1787895142.124345,1787895143.8031204,
doc140_q2,True,0.5626819133758545,4.25978946685791,16024,128,34.621659810639116,1787895143.7054245,1787895144.2681065,1787895147.965214,
doc53_q0,True,2.770176410675049,4.258890628814697,16022,128,85.98023612614747,1787895143.8032103,1787895146.5733867,1787895148.062101,
doc197_q1,True,2.8322956562042236,6.474485874176025,16024,128,35.14368891783976,1787895147.9654787,1787895150.7977743,1787895154.4399645,
doc178_q2,True,4.7814061641693115,6.478465795516968,16024,128,75.4245741490849,1787895148.0621712,1787895152.8435774,1787895154.540637,
doc56_q2,True,0.5800299644470215,4.252002000808716,16023,128,34.858653261103385,1787895154.4402258,1787895155.0202558,1787895158.6922278,
doc91_q2,True,2.7753701210021973,4.25579833984375,16023,128,86.46146997938276,1787895154.540764,1787895157.3161342,1787895158.7965624,
doc272_q0,True,2.8384971618652344,6.497066497802734,16023,128,34.98635347502586,1787895158.692518,1787895161.5310152,1787895165.1895845,
doc199_q1,True,4.799380540847778,6.490260362625122,16024,128,75.70023507966087,1787895158.796659,1787895163.5960395,1787895165.2869194,
doc129_q1,True,2.81377911567688,6.454186201095581,16024,128,35.1609028871226,1787895165.1899307,1787895168.0037098,1787895171.6441169,
doc225_q2,True,4.77287483215332,6.460371494293213,16024,128,75.85200188644217,1787895165.2870643,1787895170.0599391,1787895171.7474358,
doc295_q2,True,2.832071304321289,6.481495141983032,16024,128,35.07402968080903,1787895171.644365,1787895174.4764364,1787895178.1258602,
doc256_q0,True,4.793817043304443,6.476945877075195,16023,128,76.04884274558988,1787895171.7475505,1787895176.5413675,1787895178.2244964,
doc260_q1,True,2.8063457012176514,6.48241925239563,16024,128,34.819760327968154,1787895178.1261714,1787895180.932517,1787895184.6085906,
doc288_q2,True,4.7815093994140625,6.482130289077759,16024,128,75.26662807565091,1787895178.2246068,1787895183.0061162,1787895184.706737,
doc210_q2,True,2.8341996669769287,6.2953150272369385,16024,128,36.98229809664138,1787895184.6088476,1787895187.4430473,1787895190.9041626,
doc148_q1,True,4.78524923324585,6.290297269821167,16024,128,85.04711935391737,1787895184.706871,1787895189.4921203,1787895190.9971683,
doc247_q0,True,2.7869150638580322,6.476377010345459,16023,128,34.69340566633656,1787895190.9044967,1787895193.6914117,1787895197.3808737,
doc167_q1,True,4.774295806884766,6.477973222732544,16024,128,75.13159405021817,1787895190.997293,1787895195.7715888,1787895197.4752662,
doc164_q2,True,2.8462882041931152,6.512542247772217,16024,128,34.91301979582483,1787895197.3812106,1787895200.2274988,1787895203.8937528,
doc291_q2,True,4.817070007324219,6.512941360473633,16024,128,75.47742330943343,1787895197.475336,1787895202.292406,1787895203.9882774,
doc242_q1,True,2.821652412414551,6.510268211364746,16024,128,34.70136413676633,1787895203.893996,1787895206.7156484,1787895210.4042642,
doc0_q2,True,4.822998285293579,6.51384425163269,16022,128,75.70175080887805,1787895203.9883626,1787895208.8113608,1787895210.5022068,
doc18_q0,True,2.7672982215881348,6.250877380371094,16022,128,36.74381840219722,1787895210.4045722,1787895213.1718705,1787895216.6554496,
doc269_q2,True,4.742222309112549,6.254835605621338,16024,128,84.62176042973601,1787895210.5023444,1787895215.2445667,1787895216.75718,
doc260_q2,True,0.5886082649230957,4.259052753448486,16024,128,34.87316056683486,1787895216.655776,1787895217.2443843,1787895220.9148288,
doc124_q2,True,2.7674014568328857,4.267703294754028,16024,128,85.3161655639642,1787895216.7573154,1787895219.5247169,1787895221.0250187,
doc29_q2,True,2.794807195663452,6.464391708374023,16023,128,34.881333174542874,1787895220.9150238,1787895223.709831,1787895227.3794155,
doc16_q0,True,4.748919725418091,6.4501612186431885,16022,128,75.23917122274412,1787895221.025103,1787895225.7740228,1787895227.4752643,
doc1_q0,True,2.8354907035827637,6.492135763168335,16021,128,35.004764726742984,1787895227.3796299,1787895230.2151206,1787895233.8717656,
